cluster.outbound|5678||pr4286-dummy-backend.pr4286-runtime.svc.cluster.local.version_text: "2026-08-29T18:54:14Z/7"
server.worker_17.watchdog_miss: 0
server.worker_18.watchdog_mega_miss: 0
server.worker_18.watchdog_miss: 0
server.worker_19.watchdog_mega_miss: 0
server.worker_19.watchdog_miss: 0
server.worker_2.watchdog_mega_miss: 0
server.worker_2.watchdog_miss: 0
server.worker_20.watchdog_mega_miss: 0
server.worker_20.watchdog_miss: 0
server.worker_21.watchdog_mega_miss: 0
server.worker_21.watchdog_miss: 0
server.worker_22.watchdog_mega_miss: 0
server.worker_22.watchdog_miss: 0
server.worker_23.watchdog_mega_miss: 0
server.worker_23.watchdog_miss: 0
server.worker_24.watchdog_mega_miss: 0
server.worker_24.watchdog_miss: 0
server.worker_25.watchdog_mega_miss: 0
server.worker_25.watchdog_miss: 0
server.worker_26.watchdog_mega_miss: 0
server.worker_26.watchdog_miss: 0
server.worker_27.watchdog_mega_miss: 0
server.worker_27.watchdog_miss: 0
server.worker_28.watchdog_mega_miss: 0
server.worker_28.watchdog_miss: 0
server.worker_29.watchdog_mega_miss: 0
server.worker_29.watchdog_miss: 0
server.worker_3.watchdog_mega_miss: 0
server.worker_3.watchdog_miss: 0
server.worker_30.watchdog_mega_miss: 0
server.worker_30.watchdog_miss: 0
server.worker_31.watchdog_mega_miss: 0
server.worker_31.watchdog_miss: 0
server.worker_32.watchdog_mega_miss: 0
server.worker_32.watchdog_miss: 0
server.worker_33.watchdog_mega_miss: 0
server.worker_33.watchdog_miss: 0
server.worker_34.watchdog_mega_miss: 0
server.worker_34.watchdog_miss: 0
server.worker_35.watchdog_mega_miss: 0
server.worker_35.watchdog_miss: 0
server.worker_36.watchdog_mega_miss: 0
server.worker_36.watchdog_miss: 0
server.worker_37.watchdog_mega_miss: 0
server.worker_37.watchdog_miss: 0
server.worker_38.watchdog_mega_miss: 0
server.worker_38.watchdog_miss: 0
server.worker_39.watchdog_mega_miss: 0
server.worker_39.watchdog_miss: 0
server.worker_4.watchdog_mega_miss: 0
server.worker_4.watchdog_miss: 0
server.worker_40.watchdog_mega_miss: 0
server.worker_40.watchdog_miss: 0
server.worker_41.watchdog_mega_miss: 0
server.worker_41.watchdog_miss: 0
server.worker_42.watchdog_mega_miss: 0
server.worker_42.watchdog_miss: 0
server.worker_43.watchdog_mega_miss: 0
server.worker_43.watchdog_miss: 0
server.worker_44.watchdog_mega_miss: 0
server.worker_44.watchdog_miss: 0
server.worker_45.watchdog_mega_miss: 0
server.worker_45.watchdog_miss: 0
server.worker_46.watchdog_mega_miss: 0
server.worker_46.watchdog_miss: 0
server.worker_47.watchdog_mega_miss: 0
server.worker_47.watchdog_miss: 0
server.worker_48.watchdog_mega_miss: 0
server.worker_48.watchdog_miss: 0
server.worker_49.watchdog_mega_miss: 0
server.worker_49.watchdog_miss: 0
server.worker_5.watchdog_mega_miss: 0
server.worker_5.watchdog_miss: 0
server.worker_50.watchdog_mega_miss: 0
server.worker_50.watchdog_miss: 0
server.worker_51.watchdog_mega_miss: 0
server.worker_51.watchdog_miss: 0
server.worker_52.watchdog_mega_miss: 0
server.worker_52.watchdog_miss: 0
server.worker_53.watchdog_mega_miss: 0
server.worker_53.watchdog_miss: 0
server.worker_54.watchdog_mega_miss: 0
server.worker_54.watchdog_miss: 0
server.worker_55.watchdog_mega_miss: 0
server.worker_55.watchdog_miss: 0
server.worker_56.watchdog_mega_miss: 0
server.worker_56.watchdog_miss: 0
server.worker_57.watchdog_mega_miss: 0
server.worker_57.watchdog_miss: 0
server.worker_58.watchdog_mega_miss: 0
server.worker_58.watchdog_miss: 0
server.worker_59.watchdog_mega_miss: 0
server.worker_59.watchdog_miss: 0
server.worker_6.watchdog_mega_miss: 0
server.worker_6.watchdog_miss: 0
server.worker_60.watchdog_mega_miss: 0
server.worker_60.watchdog_miss: 0
server.worker_61.watchdog_mega_miss: 0
server.worker_61.watchdog_miss: 0
server.worker_62.watchdog_mega_miss: 0
server.worker_62.watchdog_miss: 0
server.worker_63.watchdog_mega_miss: 0
server.worker_63.watchdog_miss: 0
server.worker_64.watchdog_mega_miss: 0
server.worker_64.watchdog_miss: 0
server.worker_65.watchdog_mega_miss: 0
server.worker_65.watchdog_miss: 0
server.worker_66.watchdog_mega_miss: 0
server.worker_66.watchdog_miss: 0
server.worker_67.watchdog_mega_miss: 0
server.worker_67.watchdog_miss: 0
server.worker_68.watchdog_mega_miss: 0
server.worker_68.watchdog_miss: 0
server.worker_69.watchdog_mega_miss: 0
server.worker_69.watchdog_miss: 0
server.worker_7.watchdog_mega_miss: 0
server.worker_7.watchdog_miss: 0
server.worker_70.watchdog_mega_miss: 0
server.worker_70.watchdog_miss: 0
server.worker_71.watchdog_mega_miss: 0
server.worker_71.watchdog_miss: 0
server.worker_72.watchdog_mega_miss: 0
server.worker_72.watchdog_miss: 0
server.worker_73.watchdog_mega_miss: 0
server.worker_73.watchdog_miss: 0
server.worker_74.watchdog_mega_miss: 0
server.worker_74.watchdog_miss: 0
server.worker_75.watchdog_mega_miss: 0
server.worker_75.watchdog_miss: 0
server.worker_76.watchdog_mega_miss: 0
server.worker_76.watchdog_miss: 0
server.worker_77.watchdog_mega_miss: 0
server.worker_77.watchdog_miss: 0
server.worker_78.watchdog_mega_miss: 0
server.worker_78.watchdog_miss: 0
server.worker_79.watchdog_mega_miss: 0
server.worker_79.watchdog_miss: 0
server.worker_8.watchdog_mega_miss: 0
server.worker_8.watchdog_miss: 0
server.worker_9.watchdog_mega_miss: 0
server.worker_9.watchdog_miss: 0
tcmalloc.released_by_timer: 0
thread_local_cluster_manager.main_thread.clusters_inflated: 6
thread_local_cluster_manager.worker_0.clusters_inflated: 6
thread_local_cluster_manager.worker_1.clusters_inflated: 6
thread_local_cluster_manager.worker_10.clusters_inflated: 6
thread_local_cluster_manager.worker_11.clusters_inflated: 6
thread_local_cluster_manager.worker_12.clusters_inflated: 6
thread_local_cluster_manager.worker_13.clusters_inflated: 6
thread_local_cluster_manager.worker_14.clusters_inflated: 6
thread_local_cluster_manager.worker_15.clusters_inflated: 6
thread_local_cluster_manager.worker_16.clusters_inflated: 6
thread_local_cluster_manager.worker_17.clusters_inflated: 6
thread_local_cluster_manager.worker_18.clusters_inflated: 6
thread_local_cluster_manager.worker_19.clusters_inflated: 6
thread_local_cluster_manager.worker_2.clusters_inflated: 6
thread_local_cluster_manager.worker_20.clusters_inflated: 6
thread_local_cluster_manager.worker_21.clusters_inflated: 6
thread_local_cluster_manager.worker_22.clusters_inflated: 6
thread_local_cluster_manager.worker_23.clusters_inflated: 6
thread_local_cluster_manager.worker_24.clusters_inflated: 6
thread_local_cluster_manager.worker_25.clusters_inflated: 6
thread_local_cluster_manager.worker_26.clusters_inflated: 6
thread_local_cluster_manager.worker_27.clusters_inflated: 6
thread_local_cluster_manager.worker_28.clusters_inflated: 6
thread_local_cluster_manager.worker_29.clusters_inflated: 6
thread_local_cluster_manager.worker_3.clusters_inflated: 6
thread_local_cluster_manager.worker_30.clusters_inflated: 6
thread_local_cluster_manager.worker_31.clusters_inflated: 6
thread_local_cluster_manager.worker_32.clusters_inflated: 6
thread_local_cluster_manager.worker_33.clusters_inflated: 6
thread_local_cluster_manager.worker_34.clusters_inflated: 6
thread_local_cluster_manager.worker_35.clusters_inflated: 6
thread_local_cluster_manager.worker_36.clusters_inflated: 6
thread_local_cluster_manager.worker_37.clusters_inflated: 6
thread_local_cluster_manager.worker_38.clusters_inflated: 6
thread_local_cluster_manager.worker_39.clusters_inflated: 6
thread_local_cluster_manager.worker_4.clusters_inflated: 6
thread_local_cluster_manager.worker_40.clusters_inflated: 6
thread_local_cluster_manager.worker_41.clusters_inflated: 6
thread_local_cluster_manager.worker_42.clusters_inflated: 6
thread_local_cluster_manager.worker_43.clusters_inflated: 6
thread_local_cluster_manager.worker_44.clusters_inflated: 6
thread_local_cluster_manager.worker_45.clusters_inflated: 6
thread_local_cluster_manager.worker_46.clusters_inflated: 6
thread_local_cluster_manager.worker_47.clusters_inflated: 6
thread_local_cluster_manager.worker_48.clusters_inflated: 6
thread_local_cluster_manager.worker_49.clusters_inflated: 6
thread_local_cluster_manager.worker_5.clusters_inflated: 6
thread_local_cluster_manager.worker_50.clusters_inflated: 6
thread_local_cluster_manager.worker_51.clusters_inflated: 6
thread_local_cluster_manager.worker_52.clusters_inflated: 6
thread_local_cluster_manager.worker_53.clusters_inflated: 6
thread_local_cluster_manager.worker_54.clusters_inflated: 6
thread_local_cluster_manager.worker_55.clusters_inflated: 6
thread_local_cluster_manager.worker_56.clusters_inflated: 6
thread_local_cluster_manager.worker_57.clusters_inflated: 6
thread_local_cluster_manager.worker_58.clusters_inflated: 6
thread_local_cluster_manager.worker_59.clusters_inflated: 6
thread_local_cluster_manager.worker_6.clusters_inflated: 6
thread_local_cluster_manager.worker_60.clusters_inflated: 6
thread_local_cluster_manager.worker_61.clusters_inflated: 6
thread_local_cluster_manager.worker_62.clusters_inflated: 6
thread_local_cluster_manager.worker_63.clusters_inflated: 6
thread_local_cluster_manager.worker_64.clusters_inflated: 6
thread_local_cluster_manager.worker_65.clusters_inflated: 6
thread_local_cluster_manager.worker_66.clusters_inflated: 6
thread_local_cluster_manager.worker_67.clusters_inflated: 6
thread_local_cluster_manager.worker_68.clusters_inflated: 6
thread_local_cluster_manager.worker_69.clusters_inflated: 6
thread_local_cluster_manager.worker_7.clusters_inflated: 6
thread_local_cluster_manager.worker_70.clusters_inflated: 6
thread_local_cluster_manager.worker_71.clusters_inflated: 6
thread_local_cluster_manager.worker_72.clusters_inflated: 6
thread_local_cluster_manager.worker_73.clusters_inflated: 6
thread_local_cluster_manager.worker_74.clusters_inflated: 6
thread_local_cluster_manager.worker_75.clusters_inflated: 6
thread_local_cluster_manager.worker_76.clusters_inflated: 6
thread_local_cluster_manager.worker_77.clusters_inflated: 6
thread_local_cluster_manager.worker_78.clusters_inflated: 6
thread_local_cluster_manager.worker_79.clusters_inflated: 6
thread_local_cluster_manager.worker_8.clusters_inflated: 6
thread_local_cluster_manager.worker_9.clusters_inflated: 6
workers.watchdog_mega_miss: 0
workers.watchdog_miss: 0
cluster.agent.external.upstream_rq_time: P0(0,0) P25(0,0) P50(0,0) P75(0,0) P90(0,0) P95(0,0) P99(0,0) P99.5(0,0) P99.9(0,5.075200000000001) P100(0,5.1)
cluster.agent.upstream_cx_connect_ms: P0(nan,0) P25(nan,0) P50(nan,0) P75(nan,0) P90(nan,0) P95(nan,0) P99(nan,0) P99.5(nan,0) P99.9(nan,0) P100(nan,0)
cluster.agent.upstream_cx_length_ms: No recorded values
cluster.agent.upstream_rq_per_cx: No recorded values
cluster.agent.upstream_rq_time: P0(0,0) P25(0,0) P50(0,0) P75(0,0) P90(0,0) P95(0,0) P99(0,0) P99.5(0,0) P99.9(0,5.075200000000001) P100(0,5.1)
cluster.outbound|5678||pr4286-dummy-backend.pr4286-runtime.svc.cluster.local.update_duration: P0(nan,0) P25(nan,0) P50(nan,0) P75(nan,1.05) P90(nan,1.08) P95(nan,1.09) P99(nan,1.098) P99.5(nan,1.099) P99.9(nan,1.0998) P100(nan,1.1)
cluster.xds-grpc.upstream_cx_connect_ms: P0(nan,9) P25(nan,9.025) P50(nan,9.05) P75(nan,9.075) P90(nan,9.09) P95(nan,9.095) P99(nan,9.099) P99.5(nan,9.0995) P99.9(nan,9.0999) P100(nan,9.1)
cluster.xds-grpc.upstream_cx_length_ms: No recorded values
cluster.xds-grpc.upstream_rq_per_cx: No recorded values
cluster_manager.cds.update_duration: P0(nan,0) P25(nan,0) P50(nan,0) P75(nan,1.075) P90(nan,3.05) P95(nan,3.075) P99(nan,3.095) P99.5(nan,3.0975) P99.9(nan,3.0995) P100(nan,3.1)
extension_config_discovery.http_filter.golang-filter-mcp-server.update_duration: P0(nan,160) P25(nan,162.5) P50(nan,165) P75(nan,167.5) P90(nan,169) P95(nan,169.5) P99(nan,169.9) P99.5(nan,169.95) P99.9(nan,169.99) P100(nan,170)
extension_config_discovery.http_filter.golang-filter-mcp-session.update_duration: P0(nan,42) P25(nan,42.25) P50(nan,42.5) P75(nan,42.75) P90(nan,42.9) P95(nan,42.95) P99(nan,42.99) P99.5(nan,42.995) P99.9(nan,42.999) P100(nan,43)
http.admin.downstream_cx_length_ms: P0(nan,90000) P25(nan,90250) P50(nan,90500) P75(nan,90750) P90(nan,90900) P95(nan,90950) P99(nan,90990) P99.5(nan,90995) P99.9(nan,90999) P100(nan,91000)
http.admin.downstream_rq_time: P0(nan,0) P25(nan,0) P50(nan,0) P75(nan,0) P90(nan,0) P95(nan,0) P99(nan,0) P99.5(nan,0) P99.9(nan,0) P100(nan,0)
http.agent.downstream_cx_length_ms: P0(0,0) P25(0,1.0259911894273128) P50(0,1.0533039647577092) P75(1.05,1.0806167400881057) P90(1.08,1.0970044052863437) P95(1.09,2.032941176470588) P99(1.098,2.0912941176470587) P99.5(1.099,2.0985882352941174) P99.9(1.0998,9.0752) P100(1.1,9.1)
http.agent.downstream_rq_time: P0(0,0) P25(0,0) P50(0,0) P75(1.05,1.0383838383838384) P90(1.08,1.075959595959596) P95(1.09,1.0884848484848484) P99(1.098,1.0985050505050504) P99.5(1.099,1.0997575757575757) P99.9(1.0998,8.0752) P100(1.1,8.1)
http.outbound_0.0.0.0_80.downstream_cx_length_ms: P0(nan,1000) P25(nan,1025) P50(nan,1050) P75(nan,1075) P90(nan,1090) P95(nan,1095) P99(nan,1099) P99.5(nan,1099.5) P99.9(nan,1099.9) P100(nan,1100)
http.outbound_0.0.0.0_80.downstream_rq_time: P0(nan,0) P25(nan,1.0136627906976745) P50(nan,1.042829457364341) P75(nan,1.0719961240310076) P90(nan,1.0894961240310077) P95(nan,1.095329457364341) P99(nan,1.0999961240310077) P99.5(nan,3.0498333333333334) P99.9(nan,3.089966666666667) P100(nan,3.1)
http.outbound_0.0.0.0_80.rds.higress-rds-80.pr4286.example.com.update_duration: P0(nan,0) P25(nan,0) P50(nan,0) P75(nan,2.05) P90(nan,2.08) P95(nan,2.09) P99(nan,2.098) P99.5(nan,2.099) P99.9(nan,2.0998) P100(nan,2.1)
http.outbound_0.0.0.0_80.scoped_rds.scoped-route.update_duration: P0(nan,0) P25(nan,0) P50(nan,0) P75(nan,1.05) P90(nan,1.08) P95(nan,1.09) P99(nan,1.098) P99.5(nan,1.099) P99.9(nan,1.0998) P100(nan,1.1)
http.stats.downstream_cx_length_ms: No recorded values
http.stats.downstream_rq_time: No recorded values
listener.0.0.0.0_15021.connections_accepted_per_socket_event: P0(1,1) P25(1.025,1.025) P50(1.05,1.05) P75(1.075,1.075) P90(1.09,1.09) P95(1.095,1.095) P99(1.099,1.099) P99.5(1.0995,1.0995) P99.9(1.0999,1.0999) P100(1.1,1.1)
listener.0.0.0.0_15021.downstream_cx_length_ms: P0(0,0) P25(0,1.0243697478991596) P50(0,1.050420168067227) P75(1.05,1.076470588235294) P90(1.08,1.0921008403361345) P95(1.09,1.0973109243697479) P99(1.098,2.0704000000000002) P99.5(1.099,2.0951999999999997) P99.9(1.0998,9.0752) P100(1.1,9.1)
listener.0.0.0.0_15090.connections_accepted_per_socket_event: No recorded values
listener.0.0.0.0_15090.downstream_cx_length_ms: No recorded values
listener.0.0.0.0_80.connections_accepted_per_socket_event: P0(nan,1) P25(nan,1.025) P50(nan,1.05) P75(nan,1.075) P90(nan,1.09) P95(nan,1.095) P99(nan,1.099) P99.5(nan,1.0995) P99.9(nan,1.0999) P100(nan,1.1)
listener.0.0.0.0_80.downstream_cx_length_ms: P0(nan,1000) P25(nan,1025) P50(nan,1050) P75(nan,1075) P90(nan,1090) P95(nan,1095) P99(nan,1099) P99.5(nan,1099.5) P99.9(nan,1099.9) P100(nan,1100)
listener.admin.connections_accepted_per_socket_event: P0(nan,1) P25(nan,1.025) P50(nan,1.05) P75(nan,1.075) P90(nan,1.09) P95(nan,1.095) P99(nan,1.099) P99.5(nan,1.0995) P99.9(nan,1.0999) P100(nan,1.1)
listener.admin.downstream_cx_length_ms: P0(nan,90000) P25(nan,90250) P50(nan,90500) P75(nan,90750) P90(nan,90900) P95(nan,90950) P99(nan,90990) P99.5(nan,90995) P99.9(nan,90999) P100(nan,91000)
listener_manager.lds.update_duration: P0(nan,0) P25(nan,0) P50(nan,8.05) P75(nan,19.75) P90(nan,51.5) P95(nan,51.75) P99(nan,51.95) P99.5(nan,51.975) P99.9(nan,51.995) P100(nan,52)
overload.refresh_interval_delay: No recorded values
server.initialization_time_ms: P0(nan,160) P25(nan,162.5) P50(nan,165) P75(nan,167.5) P90(nan,169) P95(nan,169.5) P99(nan,169.9) P99.5(nan,169.95) P99.9(nan,169.99) P100(nan,170)
